region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
78751,Texas,30.3245875,30.2945566,-97.7079614,-97.7377024,30.31069866,-97.72270653,1112.65,2757,99.02050114,63.42305038,10613,33338,27818,23006,138860,28,233635,7,58408.75,3090363.959,11278216.5,8818113.278,7068851.463,46863175.74,9010.716772,77118720.94,"[[0,904],[5,872],[10,369],[15,172],[20,96],[25,46],[30,25],[35,26],[40,19],[45,25],[50,18],[55,9],[60,19],[65,12],[70,7],[75,9],[80,12],[85,5],[90,3],[95,8],[100,6],[105,5],[110,5],[115,3],[120,3],[125,2],[130,4],[140,3],[145,3],[150,4],[160,5],[165,2],[170,3],[175,1],[180,3],[190,3],[195,1],[200,3],[205,2],[210,1],[215,1],[220,1],[225,4],[250,2],[255,1],[275,2],[280,4],[285,2],[300,1],[310,1],[320,3],[345,1],[375,1],[380,1],[435,1],[495,1],[545,1],[565,3],[630,1],[670,1],[690,1],[720,1],[925,1],[940,1],[1235,1],[2500,1]]",37501.78892,35
78752,Texas,30.3462399,30.1897634,-97.6763885,-97.7694514,30.33211496,-97.70506121,1112.65,3140,98.37221921,86.59680088,32120,54188,46251,45178,288475,54,466212,13.5,116553,9370251.623,18759082.4,14692437.94,14282229.04,97809978.12,17150.07729,154913979.1,"[[0,391],[5,741],[10,633],[15,472],[20,244],[25,133],[30,77],[35,51],[40,26],[45,26],[50,26],[55,27],[60,23],[65,17],[70,12],[75,8],[80,16],[85,6],[90,5],[95,12],[100,8],[105,6],[110,8],[115,2],[120,5],[125,4],[130,2],[135,4],[140,3],[145,6],[150,4],[155,10],[160,3],[165,3],[170,5],[175,2],[180,2],[185,3],[190,1],[195,6],[200,2],[210,1],[215,3],[220,4],[225,3],[230,4],[235,1],[245,1],[250,1],[255,2],[265,2],[270,2],[275,2],[280,3],[285,1],[290,1],[295,1],[300,1],[320,1],[325,2],[330,4],[335,1],[340,1],[345,1],[360,2],[370,3],[375,2],[380,1],[385,1],[395,1],[410,1],[415,1],[425,1],[430,3],[435,1],[445,1],[450,3],[465,2],[470,2],[475,1],[495,1],[505,1],[510,1],[515,2],[520,2],[530,1],[545,1],[565,1],[570,1],[580,1],[640,1],[645,1],[675,1],[690,2],[695,1],[745,1],[820,1],[830,1],[840,1],[890,1],[960,1],[970,1],[1090,1],[1100,1],[1130,1],[1170,1],[1185,1],[1220,1],[1255,1],[1355,1],[1365,1],[2105,1],[2610,1]]",75332.56873,17
78753,Texas,30.4407875,30.3368442,-97.6360579,-97.7115669,30.37572241,-97.67457351,1112.65,9560,96.94728859,93.48718952,85874,182858,188496,181275,563539,60,1202042,15,300510.5,24850716.5,63761068.89,59770044.56,57292888.48,191674285.1,19274.85006,397349003.5,"[[0,628],[5,1795],[10,2263],[15,1873],[20,1118],[25,515],[30,240],[35,126],[40,110],[45,79],[50,64],[55,67],[60,37],[65,56],[70,44],[75,41],[80,37],[85,41],[90,32],[95,29],[100,25],[105,30],[110,27],[115,17],[120,13],[125,14],[130,8],[135,15],[140,5],[145,10],[150,7],[155,10],[160,3],[165,8],[170,6],[175,3],[180,6],[185,4],[190,2],[195,3],[200,2],[205,3],[210,4],[215,4],[225,3],[230,2],[235,5],[240,4],[245,4],[265,3],[270,1],[275,5],[285,1],[290,2],[295,4],[300,1],[305,2],[320,2],[325,4],[330,2],[335,1],[340,3],[345,1],[350,1],[370,1],[375,1],[380,2],[390,1],[395,2],[400,1],[405,3],[410,2],[415,1],[420,1],[430,1],[440,1],[455,2],[460,1],[470,1],[475,2],[500,1],[510,2],[515,1],[535,1],[545,1],[555,2],[565,2],[570,1],[595,1],[610,1],[630,1],[640,2],[645,2],[665,1],[685,1],[700,1],[720,1],[725,1],[750,1],[755,1],[800,1],[810,1],[825,1],[840,1],[860,1],[885,1],[935,1],[970,2],[980,1],[1085,2],[1090,1],[1120,1],[1125,1],[1265,1],[1275,1],[1390,1],[1410,1],[1475,1],[1640,1],[1695,1],[1940,1],[1955,1],[1965,1],[2010,1],[2150,1],[2170,1],[2430,1],[2500,1],[2590,1],[2630,1],[2665,1],[3010,1],[3040,1],[3135,1],[3855,1]]",193225.4357,85
78754,Texas,30.4012947,30.3272826,-97.5991175,-97.6854836,30.36448134,-97.63899179,1112.65,5476,82.72228637,95.55051474,44343,102285,87459,94233,283156,57,611476,14.25,152869,13004347.56,36379528.16,27576112.61,30449650.1,96518490.44,18701.35448,203928128.9,"[[0,368],[5,1020],[10,1502],[15,1198],[20,602],[25,240],[30,77],[35,46],[40,21],[45,19],[50,20],[55,16],[60,28],[65,14],[70,14],[75,28],[80,17],[85,14],[90,22],[95,17],[100,12],[105,16],[110,4],[115,20],[120,8],[125,1],[130,5],[135,6],[140,5],[145,2],[150,1],[155,2],[160,4],[165,5],[170,2],[175,4],[180,2],[185,3],[190,3],[200,2],[205,2],[215,2],[220,4],[225,2],[235,1],[245,1],[255,2],[260,2],[265,3],[270,3],[280,3],[295,1],[300,4],[310,1],[315,1],[330,2],[340,2],[350,2],[355,1],[360,1],[365,2],[370,2],[375,2],[425,2],[435,2],[450,2],[475,1],[485,1],[500,1],[555,2],[560,1],[565,1],[570,1],[575,1],[590,1],[595,2],[620,1],[675,1],[685,1],[710,1],[780,1],[860,1],[875,1],[945,1],[955,1],[1060,1],[1065,1],[1105,1],[1120,1],[1125,1],[1180,1],[1220,1],[1530,1],[1805,1],[2175,1],[2275,1],[2480,1],[2860,1]]",99167.48553,66
78756,Texas,30.3355212,30.3059071,-97.72667,-97.7490124,30.32211722,-97.74034861,1112.65,2193,98.93924783,71.24756335,9005,25875,19024,18710,114861,32,187475,8,46868.75,2641746.09,8759203.631,5974523.904,5776976.401,38559630.23,10363.2332,61712080.25,"[[0,590],[5,707],[10,344],[15,160],[20,87],[25,44],[30,30],[35,28],[40,35],[45,17],[50,21],[55,11],[60,11],[65,10],[70,13],[75,8],[80,6],[85,4],[90,2],[95,3],[100,2],[105,3],[110,3],[115,1],[120,1],[125,2],[130,3],[140,3],[145,3],[150,2],[155,1],[160,1],[165,1],[170,1],[175,2],[180,1],[185,1],[195,2],[200,1],[205,1],[225,1],[235,1],[240,1],[245,1],[255,1],[270,1],[275,1],[295,1],[305,1],[315,1],[350,1],[365,2],[415,1],[435,1],[440,1],[450,1],[455,1],[480,1],[505,1],[640,1],[745,1],[790,1],[1065,1],[1100,1],[1510,1],[1575,1]]",30009.74833,29
78757,Texas,30.3768388,30.3304195,-97.714091,-97.754753,30.34989281,-97.73169129,1112.65,6902,98.88001906,83.16664658,57076,103166,83124,77065,314740,46,635171,11.5,158792.75,16584155.33,34661975.76,26166121.84,23880473.45,106118270.6,14225.94718,207410997,"[[0,1085],[5,1823],[10,1562],[15,1058],[20,550],[25,215],[30,90],[35,54],[40,39],[45,28],[50,25],[55,29],[60,21],[65,17],[70,14],[75,18],[80,17],[85,21],[90,13],[95,11],[100,10],[105,11],[110,4],[115,5],[120,11],[125,6],[130,8],[135,5],[140,4],[145,5],[150,2],[155,6],[160,6],[165,5],[170,8],[175,4],[180,3],[185,5],[190,1],[195,1],[200,2],[205,7],[210,1],[215,5],[220,1],[225,3],[230,3],[240,2],[245,1],[250,3],[260,1],[270,2],[275,1],[285,1],[290,2],[295,1],[305,4],[310,1],[315,2],[320,1],[330,1],[335,1],[345,1],[360,1],[365,1],[370,1],[385,1],[390,1],[410,2],[430,3],[435,3],[440,2],[445,1],[450,1],[460,1],[465,1],[470,1],[490,2],[510,1],[520,1],[525,1],[530,1],[535,1],[550,2],[555,1],[560,1],[610,1],[615,1],[635,1],[640,1],[645,1],[670,1],[690,1],[700,1],[750,1],[760,1],[780,2],[855,1],[880,1],[980,1],[990,1],[1095,1],[1145,1],[1245,1],[1310,1],[1470,1],[1600,1],[1745,1],[1940,1]]",100861.1571,58
78758,Texas,30.4190122,30.3500659,-97.6786145,-97.7344562,30.38362529,-97.70281034,1112.65,8823,99.12997904,93.29597124,86634,174633,169094,164460,808337,62,1403158,15.5,350789.5,25026558.35,60313789.97,53712003.34,51813146.21,275014166.3,19642.0291,465879664.2,"[[0,737],[5,1617],[10,1878],[15,1568],[20,1135],[25,475],[30,208],[35,140],[40,103],[45,69],[50,71],[55,67],[60,49],[65,50],[70,55],[75,44],[80,39],[85,15],[90,19],[95,24],[100,19],[105,16],[110,10],[115,13],[120,9],[125,6],[130,9],[135,9],[140,7],[145,5],[150,5],[155,6],[160,7],[165,5],[170,9],[175,5],[180,7],[185,11],[190,2],[195,4],[200,1],[205,5],[210,3],[215,3],[220,7],[225,5],[230,6],[235,2],[240,4],[245,2],[250,7],[255,4],[260,5],[265,4],[270,3],[275,3],[280,5],[285,2],[290,5],[295,6],[300,1],[305,2],[310,9],[315,3],[320,2],[325,2],[335,3],[340,3],[345,2],[350,1],[355,2],[360,1],[365,1],[370,2],[375,3],[380,1],[385,3],[390,2],[395,1],[400,2],[405,4],[415,7],[420,1],[430,3],[435,2],[440,1],[445,2],[450,3],[455,1],[460,2],[465,4],[475,2],[490,3],[495,1],[500,1],[505,2],[510,1],[515,3],[520,2],[525,2],[535,3],[545,2],[550,3],[555,1],[560,1],[565,1],[575,3],[585,1],[590,1],[595,2],[600,1],[610,1],[620,1],[635,2],[640,1],[645,2],[650,3],[655,2],[660,2],[670,2],[680,1],[685,1],[690,1],[695,1],[700,2],[705,2],[710,1],[720,1],[725,4],[730,2],[735,3],[750,2],[755,2],[760,2],[770,1],[775,1],[800,1],[810,1],[815,1],[825,1],[830,1],[835,1],[870,1],[900,2],[905,1],[910,1],[915,2],[930,1],[985,1],[1000,2],[1005,2],[1010,1],[1020,2],[1045,1],[1055,1],[1060,1],[1080,1],[1145,1],[1185,2],[1200,1],[1210,1],[1220,2],[1235,1],[1245,1],[1250,1],[1265,1],[1295,1],[1370,1],[1375,1],[1385,1],[1390,1],[1425,1],[1440,1],[1445,1],[1460,1],[1505,1],[1515,1],[1545,1],[1660,1],[1735,1],[1905,1],[1910,2],[1955,1],[2060,1],[2375,1],[2825,1],[2950,1]]",226550.9673,73
78759,Texas,30.4359105,30.3618861,-97.7057557,-97.799091,30.40466632,-97.75678616,1112.732481,10367,98.95375418,92.11017326,82280,219370,173887,197178,336758,54,1009473,13.5,252368.25,23724474.68,75922015.89,54206279.79,63146097.3,114115702.7,17613.05939,331114570.3,"[[0,956],[5,2325],[10,2544],[15,1785],[20,1074],[25,455],[30,248],[35,146],[40,131],[45,89],[50,75],[55,48],[60,43],[65,38],[70,34],[75,43],[80,26],[85,26],[90,17],[95,29],[100,21],[105,9],[110,8],[115,9],[120,9],[125,7],[130,4],[135,3],[140,6],[145,2],[150,4],[155,5],[160,2],[165,4],[170,3],[175,3],[180,2],[185,7],[190,2],[195,7],[200,4],[205,2],[210,3],[215,1],[220,3],[225,1],[230,1],[235,1],[240,1],[245,1],[250,1],[270,1],[285,1],[295,3],[300,1],[315,2],[320,1],[330,2],[335,3],[340,2],[345,1],[350,4],[355,1],[360,2],[365,1],[370,1],[375,1],[380,3],[385,1],[395,1],[400,1],[405,3],[410,3],[425,2],[445,2],[450,1],[460,1],[465,1],[470,1],[475,1],[480,1],[485,2],[495,1],[505,1],[510,2],[520,1],[525,1],[535,1],[540,1],[555,1],[565,2],[570,1],[575,1],[640,1],[695,2],[700,2],[725,1],[730,2],[735,1],[745,1],[785,1],[840,1],[855,1],[860,1],[910,1],[920,1],[965,1],[1045,1],[1055,1],[1090,1],[1125,1],[1130,1],[1185,1],[1205,1],[1265,2],[1310,1],[1320,1],[1325,1],[1400,1],[1435,1],[1515,1],[1560,1],[1780,1],[1920,1]]",161016.5284,147
78772,Texas,30.2205136,30.217142,-97.7448956,-97.7496785,30.21878324,-97.74747939,1112.65,9,90.90909091,90,234,250,232,189,32034,552,32939,138,8234.75,68508.09891,91189.29264,72465.42478,57626.56617,11034473.69,180460.3306,11324263.07,"[[0,1],[10,1],[15,1],[100,1],[135,1],[900,1],[1530,1],[1840,1],[3680,1]]",5506.835669,0
79015,Texas,35.0580971,34.8094166,-101.6371438,-102.2047101,34.98758799,-101.9268147,1305.6,6362,67.45749308,93.22977726,15746,117807,80563,110607,176564,54,501287,13.5,125321.75,5271178.607,48821905.33,28534775.05,41243775.52,67242957.65,20498.51118,191114592.2,"[[0,615],[5,1409],[10,1614],[15,1190],[20,679],[25,295],[30,136],[35,104],[40,58],[45,33],[50,30],[55,19],[60,17],[65,11],[70,21],[75,13],[80,7],[85,6],[90,7],[95,4],[100,1],[105,6],[110,2],[115,3],[120,1],[125,5],[130,2],[135,6],[140,2],[145,2],[150,1],[155,4],[160,3],[165,3],[170,1],[175,3],[180,3],[185,3],[200,2],[215,1],[220,1],[225,2],[230,2],[240,2],[245,2],[250,1],[270,1],[280,1],[340,3],[345,2],[360,1],[365,1],[370,1],[375,1],[385,1],[400,1],[425,1],[495,1],[510,1],[515,1],[550,1],[560,1],[580,1],[590,1],[625,1],[640,1],[650,1],[660,1],[955,1],[1195,1],[1290,1],[1355,1],[1615,1]]",129284.1261,8
79016,Texas,34.9816099,34.9801749,-101.9139702,-101.9172905,34.98083149,-101.9156053,1305.6,8,100,88.88888889,0,66,85,75,6569,674,6795,168.5,1698.75,0,26040.08141,29520.46783,27299.43371,2495809.427,255569.0298,2578669.41,"[[5,2],[115,1],[165,1],[180,1],[220,1],[300,1],[690,1]]",1744.403803,0
79101,Texas,35.2141575,35.1966313,-101.8179737,-101.8649811,35.20548653,-101.8433539,1303.05,1376,99.10428663,88.8315042,2770,16625,10513,11351,209545,60,250804,15,62701,934543.7601,6886406.473,3728721.551,4107095.229,79792688.08,22255.28604,95449455.09,"[[0,197],[5,325],[10,173],[15,104],[20,54],[25,48],[30,43],[35,44],[40,32],[45,38],[50,27],[55,19],[60,20],[65,17],[70,23],[75,18],[80,11],[85,10],[90,13],[95,7],[100,9],[105,7],[110,5],[115,7],[120,5],[125,4],[130,4],[135,2],[140,2],[145,10],[150,3],[155,3],[160,5],[165,5],[170,4],[175,4],[180,4],[185,2],[190,7],[195,3],[205,1],[210,1],[215,1],[220,1],[225,2],[230,2],[235,1],[240,2],[245,2],[255,4],[260,1],[265,3],[275,1],[285,2],[290,3],[305,2],[310,1],[315,1],[320,2],[325,1],[330,1],[335,1],[340,1],[345,2],[355,2],[375,1],[380,2],[435,2],[440,1],[470,1],[480,1],[525,1],[530,1],[565,1],[580,1],[610,1],[715,1],[795,1],[910,1],[1660,1]]",64569.11141,2
79102,Texas,35.2105788,35.1919429,-101.8133876,-101.8838771,35.19992816,-101.849159,1303.05,3445,99.28039702,86.10347413,3946,42917,31544,40437,120801,33,239645,8.25,59911.25,1296779.339,17432368.76,11120982.55,14596415.01,45984784.41,12283.79243,90431330.07,"[[0,828],[5,1233],[10,639],[15,305],[20,128],[25,58],[30,37],[35,27],[40,24],[45,17],[50,14],[55,13],[60,10],[65,13],[70,6],[75,8],[80,4],[85,8],[90,5],[95,5],[100,7],[105,3],[110,4],[115,1],[120,1],[125,4],[130,2],[135,1],[140,2],[145,2],[155,1],[165,2],[175,2],[180,2],[190,2],[195,2],[205,1],[215,1],[230,1],[245,1],[250,1],[280,1],[295,1],[315,1],[335,1],[345,1],[360,2],[370,1],[445,1],[455,1],[465,1],[550,1],[575,1],[590,1],[695,1],[1205,1],[1245,1],[1275,1],[1835,1],[2585,1]]",61174.47837,4
79103,Texas,35.2014075,35.1695387,-101.777463,-101.8352734,35.18499572,-101.802532,1304.170477,3858,98.92933619,92.78499278,5755,45103,38477,57143,119969,40,266447,10,66611.75,1911075.87,18457236.77,13600159.59,21090749.83,45809364.43,15167.82085,100868586.5,"[[0,540],[5,1330],[10,1332],[15,371],[20,80],[25,32],[30,17],[35,15],[40,13],[45,8],[50,8],[55,9],[60,6],[65,6],[70,1],[75,2],[80,4],[85,4],[90,4],[95,5],[100,2],[105,4],[110,2],[115,1],[120,4],[125,1],[130,2],[135,1],[140,2],[145,2],[150,1],[155,1],[165,1],[170,1],[175,3],[190,4],[200,1],[210,1],[215,1],[225,2],[230,2],[235,1],[245,1],[250,1],[270,1],[280,1],[290,1],[330,1],[335,1],[340,1],[345,1],[370,2],[380,1],[385,2],[415,1],[420,1],[445,1],[465,1],[470,1],[495,3],[625,1],[650,1],[690,1],[715,1],[880,1],[1060,1],[1255,1],[1770,1],[1865,1]]",68235.01498,3
79104,Texas,35.2224095,35.193065,-101.7564348,-101.8165934,35.20005724,-101.791575,1303.05,2753,98.77813505,89.61588542,4238,26693,23208,34251,89957,28,178347,7,44586.75,1409150.64,10997818.55,8240218.881,12715498.25,34249628.09,10615.48315,67612314.41,"[[0,763],[5,1121],[10,492],[15,120],[20,59],[25,31],[30,13],[35,12],[40,8],[45,8],[50,4],[55,7],[60,7],[65,5],[70,6],[75,4],[80,5],[85,6],[90,2],[95,3],[100,6],[105,7],[110,4],[115,2],[120,1],[125,2],[135,1],[140,6],[145,2],[150,2],[155,5],[160,1],[165,1],[170,4],[180,1],[185,1],[195,2],[205,5],[215,1],[220,1],[225,1],[235,2],[245,1],[265,2],[270,1],[285,1],[305,1],[340,1],[360,1],[425,1],[450,2],[510,1],[530,1],[545,1],[600,1],[670,1],[795,1],[1345,1],[1490,1]]",45737.99879,6
79106,Texas,35.232782,35.1765749,-101.7643672,-101.9334251,35.20177556,-101.887567,1303.45879,10230,99.00633887,88.51012286,23325,167433,93972,133073,291849,36,709652,9,177413,7668312.673,67359036.43,32934071.39,48926722.01,110616021.4,13689.0209,267504163.9,"[[0,2094],[5,3485],[10,2103],[15,1135],[20,428],[25,203],[30,129],[35,88],[40,60],[45,64],[50,48],[55,31],[60,26],[65,26],[70,28],[75,24],[80,18],[85,11],[90,19],[95,7],[100,9],[105,10],[110,9],[115,2],[120,7],[125,2],[130,8],[135,4],[140,8],[145,6],[150,1],[155,6],[160,5],[165,7],[170,4],[175,4],[180,2],[185,2],[190,3],[200,6],[205,4],[210,4],[215,5],[220,2],[225,2],[230,2],[235,2],[240,6],[250,2],[255,3],[260,3],[265,1],[270,1],[275,3],[280,3],[305,2],[315,2],[320,1],[325,2],[335,1],[345,1],[355,4],[365,1],[370,1],[380,1],[390,1],[395,1],[400,1],[410,1],[415,1],[420,1],[430,1],[445,1],[450,2],[455,3],[465,1],[495,2],[525,2],[560,2],[565,2],[580,2],[600,1],[625,1],[650,1],[690,1],[700,1],[745,1],[750,1],[775,1],[785,1],[885,1],[995,1],[1010,1],[1125,1],[1270,1],[1755,1]]",180959.7147,10
79107,Texas,35.250768,35.2012546,-101.7423516,-101.8777887,35.22952148,-101.8108728,1303.05,10896,97.92564225,88.77301613,20030,116129,97952,135532,241106,32,610749,8,152687.25,6697508.299,47895319.5,34857153.94,50283152.63,91719710.03,11969.52444,231452844.4,"[[0,2593],[5,4224],[10,2378],[15,789],[20,224],[25,135],[30,97],[35,45],[40,44],[45,44],[50,31],[55,22],[60,26],[65,16],[70,13],[75,12],[80,12],[85,10],[90,9],[95,5],[100,5],[105,6],[110,12],[115,6],[120,6],[125,6],[130,4],[135,5],[140,6],[145,2],[150,5],[155,1],[160,5],[165,4],[170,1],[175,2],[180,3],[185,1],[190,3],[195,3],[200,3],[205,1],[210,1],[215,2],[220,2],[225,1],[230,2],[235,3],[250,2],[255,1],[265,2],[270,3],[275,3],[280,2],[285,2],[295,2],[305,4],[310,1],[325,1],[330,1],[335,1],[350,3],[370,1],[380,1],[390,1],[395,2],[400,1],[405,1],[415,1],[420,1],[425,2],[440,1],[445,1],[455,2],[460,1],[465,1],[480,1],[490,2],[505,3],[515,1],[520,1],[530,1],[540,1],[555,1],[565,1],[585,1],[605,2],[620,2],[745,1],[835,1],[860,1],[1025,1]]",156571.9205,6
79108,Texas,35.5663661,35.1884191,-101.5975809,-101.9948883,35.27762247,-101.8189539,1303.05,4978,75.44236603,83.39755403,17340,67551,43290,64130,179995,42,372306,10.5,93076.5,5821392.178,27699901.36,15359218.6,23819451.84,68549078.72,15874.5696,141249042.7,"[[0,923],[5,1421],[10,1147],[15,702],[20,375],[25,149],[30,60],[35,40],[40,25],[45,19],[50,8],[55,9],[60,9],[65,6],[70,3],[75,4],[80,2],[85,3],[90,7],[95,4],[100,3],[105,2],[115,2],[120,3],[130,1],[135,2],[140,3],[145,2],[150,1],[160,1],[175,1],[180,1],[190,1],[195,1],[200,1],[210,2],[215,1],[235,1],[255,1],[260,2],[265,1],[270,1],[295,2],[320,1],[325,2],[335,1],[350,1],[415,1],[510,2],[565,1],[585,1],[660,1],[670,1],[715,1],[720,1],[760,1],[770,1],[850,1],[980,1],[1055,1],[1115,1],[1250,1],[1335,1],[1360,1],[1790,1],[2840,1],[4505,1]]",95551.35926,3
79109,Texas,35.2237878,35.1269189,-101.8040826,-101.9226164,35.16682003,-101.8847543,1305.221444,15233,99.34501789,92.99188084,27905,274833,184017,245634,403189,49,1135578,12.25,283894.5,9114118.179,110571723.7,64645605.49,89330051.47,153457972.7,18342.40587,427119471.5,"[[0,1659],[5,3777],[10,4468],[15,2723],[20,1069],[25,456],[30,190],[35,149],[40,99],[45,69],[50,63],[55,40],[60,34],[65,41],[70,25],[75,28],[80,17],[85,19],[90,21],[95,21],[100,8],[105,9],[110,11],[115,9],[120,12],[125,15],[130,8],[135,5],[140,2],[145,9],[150,13],[155,5],[160,9],[165,7],[170,6],[175,1],[180,2],[185,4],[190,4],[195,6],[200,2],[205,4],[210,1],[215,5],[220,1],[225,2],[235,1],[240,4],[245,3],[250,2],[255,4],[265,2],[270,5],[275,1],[280,2],[285,1],[290,3],[295,2],[300,4],[305,2],[310,1],[315,2],[320,1],[325,1],[330,2],[335,2],[345,2],[350,2],[355,1],[365,1],[375,1],[380,4],[385,1],[395,1],[400,1],[405,1],[410,2],[415,1],[420,1],[430,1],[435,1],[450,3],[465,2],[470,1],[475,1],[480,1],[490,1],[495,1],[510,1],[550,2],[565,1],[570,2],[575,2],[590,2],[595,1],[600,1],[620,1],[685,1],[750,1],[790,1],[820,1],[870,1],[880,1],[890,1],[895,1],[925,1],[970,1],[990,1],[1000,1],[1045,1],[1120,1],[1190,1],[1280,1]]",288935.3817,18
79110,Texas,35.1822824,35.1171464,-101.8364535,-101.9076495,35.15354762,-101.864632,1305.6,8101,98.52626842,92.49828728,10108,102022,89253,115424,179647,37,496454,9.25,124113.5,3325421.916,41926859.67,31866924.18,42084116.75,68651964.36,14024.49324,187855286.9,"[[0,1478],[5,2799],[10,2116],[15,887],[20,282],[25,115],[30,72],[35,43],[40,37],[45,25],[50,21],[55,22],[60,22],[65,10],[70,7],[75,13],[80,6],[85,9],[90,8],[95,8],[100,7],[105,4],[110,9],[115,5],[120,2],[125,3],[130,5],[135,4],[140,2],[145,3],[155,2],[160,2],[165,1],[170,3],[175,2],[180,1],[185,4],[190,2],[195,2],[200,2],[205,3],[210,1],[220,1],[225,2],[230,2],[240,3],[245,1],[250,1],[260,2],[265,1],[270,1],[275,1],[280,1],[285,1],[295,1],[300,1],[305,1],[310,2],[315,1],[325,2],[330,3],[340,2],[350,1],[355,1],[360,1],[370,1],[375,1],[390,1],[400,1],[420,1],[455,1],[465,2],[480,1],[490,1],[520,1],[540,1],[550,1],[580,1],[585,1],[710,1],[1365,1],[2090,1],[2150,1]]",127079.2896,7
79111,Texas,35.2498188,35.1965091,-101.6538912,-101.741395,35.22632474,-101.6765396,1303.05,339,68.99224806,95.2247191,1028,4869,2041,3185,110720,71,121843,17.75,30460.75,345534.9148,2042075.956,728985.3872,1253424.236,42249261.37,26849.00479,46619281.86,"[[0,8],[5,45],[10,75],[15,63],[20,41],[25,27],[30,21],[35,4],[40,2],[45,3],[50,4],[60,1],[65,1],[70,1],[75,1],[80,1],[85,2],[90,1],[100,1],[105,1],[115,1],[130,2],[135,2],[145,1],[160,1],[170,1],[190,2],[230,1],[240,1],[255,1],[270,1],[275,2],[290,1],[320,1],[335,2],[345,1],[355,1],[370,1],[405,1],[415,1],[435,1],[580,1],[830,1],[965,1],[1010,1],[1375,1],[1420,1],[1690,1],[3090,1],[3130,1],[3520,1]]",31536.75001,1
79116,Texas,35.2137134,35.2137134,-101.8836028,-101.8836028,35.2137134,-101.8836028,1303.05,1,100,100,0,0,0,0,136,136,136,34,34,0,0,0,0,52694.95977,52694.95977,52694.95977,"[[30,1]]",35.64679049,0
79118,Texas,35.221641,34.9862304,-101.614633,-101.9185161,35.10745634,-101.8348864,1305.532483,8739,75.55745474,89.86118252,25637,146421,92241,137118,335927,49,737344,12.25,184336,8645174.185,61697021.26,32313026.6,51235749.63,128697955.9,18940.11504,282588927.6,"[[0,1009],[5,1952],[10,2703],[15,1453],[20,610],[25,294],[30,159],[35,79],[40,49],[45,36],[50,52],[55,29],[60,24],[65,12],[70,16],[75,12],[80,18],[85,14],[90,9],[95,13],[100,15],[105,14],[110,7],[115,5],[120,7],[125,7],[130,9],[135,4],[140,7],[145,6],[150,8],[155,1],[160,1],[165,1],[170,2],[175,4],[180,2],[185,3],[190,2],[195,2],[200,7],[210,2],[215,1],[220,4],[225,3],[230,2],[240,1],[245,1],[250,1],[255,1],[260,1],[265,1],[270,2],[275,1],[280,3],[285,1],[290,2],[295,2],[300,1],[305,1],[315,2],[325,1],[335,1],[340,1],[360,1],[365,1],[375,2],[390,2],[400,1],[405,2],[410,3],[420,1],[435,1],[440,1],[445,1],[460,2],[470,2],[480,1],[520,1],[545,1],[575,1],[590,1],[645,1],[655,1],[680,2],[785,1],[800,1],[810,1],[865,1],[870,1],[930,1],[955,1],[1085,1],[1135,1],[1170,1],[1190,1],[1545,1],[1565,1],[1750,1],[2030,1],[2130,1],[2690,1]]",191164.1709,10
79119,Texas,35.1830816,35.0280339,-101.9045895,-102.1163572,35.12437044,-101.9489882,1305.6,5030,69.17353176,96.61928544,6411,136609,65235,105626,136043,65,449924,16.25,112481,2142170.496,57308223.64,22776771.79,38972875.14,52036692.3,25295.58206,173236733.4,"[[0,204],[5,562],[10,1318],[15,1344],[20,791],[25,332],[30,139],[35,86],[40,45],[45,35],[50,27],[55,15],[60,18],[65,6],[70,8],[75,9],[80,3],[85,3],[90,7],[95,7],[100,3],[105,3],[110,3],[115,1],[120,1],[125,5],[135,2],[140,1],[150,2],[160,1],[165,1],[170,3],[180,2],[185,1],[200,1],[205,4],[230,1],[240,2],[245,5],[250,2],[265,3],[290,1],[295,3],[310,1],[330,1],[365,1],[405,1],[430,1],[440,1],[460,1],[470,1],[475,1],[510,1],[525,1],[540,1],[585,1],[590,1],[610,1],[790,1],[880,1],[1540,1],[1570,1],[1900,1]]",117190.2126,2
79120,Texas,35.1887524,35.1879903,-101.817477,-101.8180293,35.18839446,-101.8179027,1303.05,5,100,71.42857143,5,42,19,43,20,25,129,6.25,32.25,1634.590363,17603.89968,6553.939526,16211.24026,7608.572461,9377.714648,49612.24229,"[[0,1],[5,3],[10,1]]",33.56141108,0
